002466,-0.0728867623604
600663,-0.066728884741
600804,-0.059595959596
600068,-0.0578420467186
601888,-0.0519334532374
600837,-0.0474168435952
002736,-0.0398305084746
002572,-0.0379320033717
000783,-0.0346820809249
600376,-0.0341365461847
000402,-0.033303330333
601800,-0.0332369942197
601377,-0.0317040951123
601991,-0.0304449648712
601727,-0.02886002886
002841,-0.0273179921949
601211,-0.0270408163265
002065,-0.0261723009815
000623,-0.0260089686099
000776,-0.0259365994236
600919,-0.0252206809584
600999,-0.024861878453
601018,-0.0245183887916
601985,-0.0241286863271
600606,-0.0233196159122
601169,-0.0191518467852
600705,-0.0165289256198
600959,-0.0162601626016
002465,-0.0143964562569
000413,-0.014329580348
600000,-0.0140625
